"","carat","cut","color","clarity","depth","table","price","x","y","z"
"33398",0.39,"Premium","G","VVS1",59.9,59,1170,4.75,4.73,2.84
"33399",0.41,"Good","F","SI1",63.7,58,705,4.71,4.74,3.01
"33400",0.58,"Ideal","G","VS2",61.9,56,1636,5.34,5.38,3.32
"33401",1.06,"Ideal","F","VS1",61.9,57,7479,6.55,6.53,4.05
"33402",1.14,"Ideal","F","SI2",61.7,56,4591,6.71,6.67,4.13
"33403",0.51,"Very Good","G","SI1",63.1,56,1261,5.08,5.16,3.23
"33404",0.71,"Very Good","E","SI1",63.2,57,2516,5.72,5.67,3.6
"33405",0.9,"Very Good","F","SI2",62.4,59,3787,6.1,6.17,3.83
"33406",0.91,"Ideal","I","SI2",63,54,2976,6.17,6.12,3.86
"33407",0.58,"Ideal","G","VVS1",61.5,55,2772,5.39,5.44,3.33
"33408",2.2,"Premium","H","SI2",58.2,59,11147,8.52,8.47,4.94
"33409",1,"Premium","D","SI1",61.4,58,5096,6.4,6.34,3.91
"33410",0.52,"Very Good","E","VS2",62.5,58,1653,5.13,5.18,3.22
"33411",0.5,"Ideal","E","VVS2",61.5,57,2236,5.09,5.12,3.14
"33412",1,"Premium","F","SI2",61.5,58,4255,6.38,6.41,3.93
"33413",1.2,"Very Good","E","SI1",62.6,58,6098,6.73,6.78,4.23
"33414",0.72,"Ideal","I","VVS2",62.2,54,2420,5.73,5.78,3.58
"33415",0.7,"Very Good","E","SI2",63.2,61,2307,5.62,5.59,3.54
"33416",1.05,"Premium","D","SI1",60.5,56,5927,6.7,6.59,4
"33417",1.3,"Good","D","SI2",57.1,63,6327,7.22,7.27,4.14
"33418",0.31,"Ideal","G","VS2",62.2,53.6,557,4.32,4.35,2.7
"33419",0.36,"Ideal","E","VS1",62.7,57,727,4.55,4.58,2.86
"33420",0.75,"Ideal","H","SI1",61.9,55,3011,5.82,5.85,3.61
"33421",0.91,"Premium","I","SI1",60.8,59,2475,6.23,6.2,3.78
"33422",0.42,"Ideal","E","VS2",61.8,57,958,4.77,4.81,2.96
"33423",0.5,"Premium","G","VS1",59.4,60,1746,5.17,5.13,3.06
"33424",1.51,"Very Good","H","SI1",61.7,61,9218,7.3,7.35,4.52
"33425",0.59,"Ideal","D","SI2",62.4,58,1419,5.35,5.39,3.35
"33426",0.42,"Ideal","F","VS1",60.9,57,1031,4.84,4.88,2.96
"33427",1.23,"Very Good","F","SI2",61.9,58,6233,6.77,6.79,4.2
"33428",0.92,"Premium","E","SI2",62.1,58,3941,6.22,6.18,3.85
"33429",0.96,"Good","H","VS1",63.9,54,4535,6.22,6.27,3.99
"33430",0.51,"Very Good","E","VS1",61,59,1717,5.13,5.17,3.14
"33431",1,"Premium","H","SI2",61.2,59,3850,6.38,6.42,3.92
"33432",0.45,"Ideal","G","VVS2",61.2,56,1135,4.91,4.96,3.02
"33433",1.12,"Good","H","SI1",59.8,61,5094,6.72,6.85,4.06
"33434",1.51,"Very Good","E","SI2",63.1,61,9343,7.25,7.3,4.59
"33435",0.52,"Ideal","E","VS2",62,55,1689,5.14,5.19,3.2
"33436",0.9,"Fair","I","VVS2",60.9,66,3288,6.1,6.12,3.72
"33437",1.54,"Very Good","I","VS2",62,58,8537,7.38,7.43,4.59
"33438",2.01,"Premium","H","SI2",62,60,14364,8.11,8.04,5.02
"33439",0.39,"Ideal","I","VS2",61.5,55,651,4.7,4.73,2.9
"33440",0.56,"Ideal","G","SI1",62.5,57,1345,5.26,5.23,3.28
"33441",2.09,"Good","F","SI2",63.4,55,18472,8.11,8.18,5.16
"33442",1,"Very Good","E","VS1",63,56,7453,6.39,6.41,4.03
"33443",0.89,"Premium","H","VS1",60.5,59,3489,6.22,6.17,3.75
"33444",0.91,"Very Good","E","VS2",62.9,55,4823,6.13,6.17,3.87
"33445",0.38,"Ideal","G","VVS1",59.7,60,979,4.71,4.74,2.82
"33446",0.35,"Ideal","F","VS2",60.8,57,906,4.56,4.52,2.76
"33447",0.41,"Premium","D","SI1",62.1,59,791,4.74,4.76,2.95
"33448",0.38,"Very Good","G","VS2",60.1,61,766,4.63,4.66,2.79
"33449",1.23,"Ideal","H","SI1",62.3,58,7313,6.85,6.89,4.28
"33450",1.01,"Premium","E","SI2",59.4,59,3928,6.51,6.49,3.86
"33451",0.3,"Very Good","H","SI1",61.3,61,421,4.25,4.27,2.61
"33452",0.55,"Ideal","D","SI1",60.9,56,2018,5.31,5.34,3.24
"33453",1.22,"Ideal","F","VS2",60.7,57,9568,6.89,6.94,4.2
"33454",0.78,"Very Good","F","SI2",63,57,2515,5.85,5.9,3.7
"33455",0.51,"Ideal","D","SI1",61.7,55,1569,5.11,5.16,3.17
"33456",2.01,"Very Good","G","SI1",63.5,60,15038,7.98,7.89,5.04
"33457",1.04,"Ideal","H","SI2",60.7,57,4484,6.51,6.43,3.93
"33458",2.08,"Ideal","I","VS2",62,56,17916,8.16,8.18,5.06
"33459",0.78,"Ideal","H","SI2",62.6,56,1909,5.88,5.81,3.66
"33460",1,"Ideal","E","VS2",61.5,55,6989,6.47,6.44,3.97
"33461",1.01,"Very Good","F","VS2",63.1,60,6271,6.39,6.29,4
"33462",1.52,"Good","F","VS1",63.4,60,16519,7.25,7.3,4.61
"33463",0.39,"Ideal","F","VS2",62.3,55,971,4.69,4.71,2.93
"33464",0.5,"Ideal","H","VVS1",61.9,54,1648,5.13,5.14,3.18
"33465",1,"Very Good","F","SI2",61.3,61,4372,6.36,6.39,3.91
"33466",1.22,"Premium","E","SI2",62.5,55,6121,6.9,6.82,4.29
"33467",1.04,"Good","E","SI2",62.3,62,4290,6.4,6.44,4
"33468",1.24,"Ideal","F","VS2",61.4,57,9073,6.98,6.86,4.25
"33469",0.33,"Premium","D","VS2",61.2,58,1002,4.44,4.41,2.71
"33470",0.45,"Ideal","G","VS1",59,60,1055,4.98,5.05,2.96
"33471",1.5,"Premium","I","VS1",62.7,59,9900,7.25,7.3,4.56
"33472",1.24,"Premium","I","VS2",61.2,58,4858,6.94,6.89,4.23
"33473",1.22,"Ideal","I","SI1",62.5,56,5124,6.82,6.79,4.25
"33474",0.33,"Ideal","G","VS1",61.9,55,666,4.41,4.44,2.74
"33475",2.06,"Fair","J","VS1",64.6,58,14750,7.91,8.04,5.15
"33476",0.4,"Good","F","VVS1",63.3,57,1145,4.68,4.7,2.97
"33477",1.3,"Premium","G","VS2",60.9,60,9051,6.99,7.04,4.27
"33478",0.32,"Ideal","D","VVS1",61.8,56,1067,4.39,4.41,2.72
"33479",1.01,"Good","F","SI1",62.4,59,5378,6.29,6.33,3.94
"33480",0.47,"Ideal","H","VS2",62.7,55,1058,5.08,4.95,3.15
"33481",0.53,"Very Good","E","SI1",59.7,59,1415,5.27,5.29,3.15
"33482",0.51,"Ideal","G","VS2",62.3,54,1660,5.17,5.12,3.21
"33483",0.31,"Ideal","E","VS2",61.4,54,680,4.33,4.4,2.68
"33484",0.55,"Ideal","G","VS1",61.5,57,1856,5.28,5.23,3.23
"33485",0.9,"Good","G","SI1",64.5,57,3615,6.04,6.09,3.91
"33486",0.7,"Very Good","H","SI1",62.1,59,2213,5.62,5.66,3.5
"33487",0.35,"Premium","H","VVS2",62.7,58,906,4.5,4.46,2.81
"33488",1.48,"Premium","I","SI2",61.3,58,7086,7.39,7.32,4.51
"33489",1.22,"Ideal","F","VS2",61.5,57,8783,6.87,6.91,4.24
"33490",0.56,"Ideal","E","VS2",60.9,56,1915,5.35,5.32,3.25
"33491",0.51,"Premium","G","VS2",62.4,58,1438,5.11,5.12,3.19
"33492",2.03,"Ideal","E","SI2",62.3,56,14308,8.11,8.09,5.05
"33493",1.55,"Ideal","H","VS1",60.6,57,12087,7.51,7.47,4.54
"33494",0.35,"Premium","E","SI2",61.5,59,630,4.56,4.52,2.79
"33495",0.42,"Ideal","H","VS1",62,57,847,4.8,4.82,2.98
"33496",0.62,"Ideal","E","SI1",61.5,57,1749,5.44,5.49,3.36
"33497",1.41,"Premium","H","VS2",61.2,60,8812,7.21,7.17,4.4
"33498",0.31,"Ideal","F","IF",61.2,57,914,4.35,4.38,2.67
"33499",0.72,"Premium","F","SI2",61.3,59,1676,5.81,5.76,3.55
"33500",0.43,"Very Good","I","VS1",60.9,55,730,4.89,4.99,3.01
"33501",0.36,"Premium","F","SI1",61.1,59,770,4.59,4.55,2.79
"33502",1.01,"Very Good","G","SI1",62.4,60,4707,6.34,6.39,3.97
"33503",2.41,"Good","I","SI2",57.7,61,17923,8.87,8.83,5.11
"33504",0.82,"Premium","E","VS2",59.7,61,3697,6.08,6.04,3.62
"33505",0.52,"Ideal","F","VS2",61.6,56,1446,5.14,5.18,3.18
"33506",0.76,"Premium","F","SI1",60.3,58,2607,5.91,5.96,3.58
"33507",0.5,"Good","D","SI1",63.8,60,1433,5.03,5,3.2
"33508",1.01,"Very Good","F","VS2",61.5,57,6159,6.4,6.48,3.96
"33509",0.9,"Premium","F","I1",61.9,59,2316,6.18,6.16,3.82
"33510",0.5,"Ideal","D","SI1",61.6,55,1654,5.13,5.1,3.15
"33511",0.41,"Good","D","SI1",56.5,63,758,4.98,4.94,2.8
"33512",1.31,"Ideal","G","VS1",62.2,56,9891,7.01,7.05,4.37
"33513",0.57,"Premium","F","SI1",62.1,59,2052,5.31,5.28,3.29
"33514",2.01,"Premium","G","SI2",59,60,16733,8.31,8.26,4.89
"33515",0.58,"Ideal","F","VS1",60.3,57,2227,5.47,5.44,3.29
"33516",1,"Premium","D","SI2",59.9,59,4928,6.48,6.44,3.87
"33517",0.59,"Very Good","E","VS1",60,56,2021,5.46,5.5,3.29
"33518",0.26,"Very Good","G","VVS2",62.3,56,486,4.07,4.09,2.54
"33519",0.33,"Ideal","E","VS2",62.1,56,723,4.43,4.46,2.76
"33520",0.58,"Ideal","F","VS2",61.9,60,1811,5.32,5.35,3.3
"33521",1,"Ideal","I","SI2",60.9,57,3881,6.47,6.43,3.93
"33522",1.5,"Very Good","H","SI1",62,63,7459,7.24,7.19,4.47
"33523",0.3,"Premium","H","VVS2",62.4,58,776,4.3,4.26,2.67
"33524",0.71,"Good","G","VVS1",62.7,61,3072,5.64,5.68,3.55
"33525",1,"Very Good","I","VS1",63.3,55,4641,6.39,6.34,4.03
"33526",0.94,"Premium","F","SI1",59.8,61,4748,6.39,6.35,3.81
"33527",1.01,"Fair","J","SI2",66.9,58,2683,6.13,6.07,4.08
"33528",1,"Premium","H","SI2",62.7,58,4200,6.33,6.31,3.96
"33529",0.71,"Ideal","E","SI1",60.5,56,2823,5.77,5.73,3.47
"33530",0.72,"Ideal","F","VS2",60.3,56,2724,5.84,5.81,3.51
"33531",0.71,"Ideal","G","VVS2",61.3,56,3307,5.75,5.77,3.53
"33532",0.32,"Ideal","D","VS2",61.8,55,657,4.41,4.43,2.73
"33533",1.51,"Ideal","F","SI1",62.3,57,12459,7.33,7.3,4.56
"33534",0.3,"Ideal","D","VS2",61.3,57,911,4.36,4.32,2.66
"33535",0.9,"Ideal","E","SI1",62,56,5450,6.18,6.2,3.84
"33536",1.07,"Ideal","D","SI1",61.8,55,5767,6.54,6.59,4.06
"33537",0.3,"Ideal","E","VS1",61.5,56,710,4.31,4.37,2.67
"33538",0.7,"Ideal","F","I1",62.1,57,1928,5.67,5.64,3.52
"33539",0.41,"Premium","E","VS1",60,58,1079,4.8,4.83,2.89
"33540",0.3,"Ideal","G","VS1",62.8,57,776,4.26,4.24,2.67
"33541",0.31,"Very Good","F","IF",61.4,55,914,4.39,4.41,2.7
"33542",1.16,"Ideal","I","SI2",62.4,55,3800,6.76,6.69,4.2
"33543",1.04,"Very Good","G","VS2",61.1,56,6334,6.54,6.56,4.01
"33544",0.36,"Ideal","I","VVS1",61.6,56,607,4.58,4.61,2.83
"33545",0.41,"Ideal","G","VS2",61.6,54,900,4.81,4.84,2.97
"33546",0.33,"Ideal","E","IF",61.9,57,1129,4.41,4.45,2.74
"33547",0.51,"Ideal","G","VS2",61.9,55,1450,5.07,5.1,3.15
"33548",1.13,"Very Good","F","VVS2",59.6,59,9539,6.82,6.87,4.08
"33549",0.81,"Premium","E","VS2",61.5,58,3674,5.99,5.94,3.97
"33550",0.34,"Ideal","E","VS1",61.2,57,1033,4.51,4.45,2.74
"33551",0.52,"Very Good","H","VS1",59.6,57,1320,5.25,5.34,3.15
"33552",1,"Good","H","SI1",64.9,56,4276,6.24,6.31,4.07
"33553",0.35,"Ideal","D","VS2",61.6,56,1063,4.56,4.53,2.8
"33554",1.3,"Ideal","H","SI2",61.1,57,6552,7.09,7.04,4.32
"33555",0.76,"Premium","H","VS2",58.7,61,2622,5.99,5.96,3.51
"33556",0.43,"Ideal","G","VVS1",61.5,56,1207,4.85,4.87,2.99
"33557",0.71,"Very Good","E","VS2",61.3,60,2930,5.74,5.71,3.51
"33558",0.33,"Ideal","G","IF",61.5,55,946,4.48,4.5,2.76
"33559",0.59,"Very Good","E","SI2",60.5,58,1325,5.43,5.51,3.31
"33560",1.01,"Premium","G","SI1",60,58,4805,6.55,6.51,3.92
"33561",0.41,"Premium","D","SI2",62.3,58,683,4.73,4.77,2.96
"33562",0.93,"Ideal","E","SI1",62.8,56,4229,6.24,6.19,3.9
"33563",0.3,"Ideal","I","VVS2",62.8,57,507,4.26,4.28,2.68
"33564",0.3,"Ideal","G","VS2",62.3,58,545,4.26,4.28,2.66
"33565",0.56,"Ideal","G","SI2",61,57,1127,5.34,5.32,3.25
"33566",0.8,"Very Good","J","SI1",61.6,56,2224,5.94,5.98,3.67
"33567",0.9,"Very Good","F","SI1",63.2,56,4158,6.16,6.09,3.87
"33568",0.41,"Ideal","D","VS2",62.4,55,1076,4.79,4.76,2.98
"33569",0.53,"Ideal","H","SI1",61.3,55,1268,5.23,5.27,3.22
"33570",1.01,"Ideal","D","SI1",62.4,54,5147,6.52,6.38,4.03
"33571",0.35,"Good","D","SI2",63.3,55,522,4.45,4.49,2.83
"33572",0.32,"Ideal","D","SI1",61.3,57,589,4.37,4.41,2.69
"33573",0.5,"Very Good","G","SI2",58.6,61,983,5.16,5.21,3.04
"33574",1.01,"Premium","F","SI1",60.6,59,5345,6.52,6.49,3.94
"33575",1.54,"Very Good","G","VS1",60.7,60,13284,7.43,7.55,4.55
"33576",2.66,"Good","H","SI2",63.8,57,16239,8.71,8.65,5.54
"33577",0.32,"Ideal","H","VVS1",61.6,55,936,4.43,4.4,2.72
"33578",0.54,"Ideal","E","VVS2",61.6,56,2776,5.25,5.27,3.24
"33579",0.41,"Premium","H","SI1",62,59,876,4.8,4.78,2.97
"33580",1.25,"Very Good","H","VS2",62.1,56,7305,6.91,6.96,4.31
"33581",0.41,"Premium","F","VVS1",62.1,56,1356,4.79,4.78,2.97
"33582",0.42,"Ideal","E","VS1",61.6,57,1181,4.84,4.8,2.97
"33583",0.7,"Premium","F","SI2",62.5,60,2373,5.66,5.61,3.52
"33584",0.3,"Ideal","F","VS1",61.9,55.1,652,4.31,4.34,2.68
"33585",0.71,"Very Good","D","SI1",61.7,59,2693,5.7,5.74,3.53
"33586",0.7,"Premium","D","SI1",58.8,59,2357,5.86,5.84,3.44
"33587",1.2,"Very Good","G","VS1",60.2,60,8442,6.91,7,4.19
"33588",0.69,"Good","F","SI1",58.4,61.7,1951,5.75,5.82,3.38
"33589",0.7,"Good","H","VS1",63.9,58,2367,5.67,5.59,3.6
"33590",0.33,"Ideal","G","VVS2",61.5,56,752,4.45,4.49,2.75
"33591",0.5,"Fair","G","SI1",65,59,1050,4.99,4.97,3.24
"33592",2,"Premium","G","SI2",60.7,60,10833,8.13,8.07,4.92
"33593",0.34,"Premium","H","VS2",61.3,60,537,4.47,4.53,2.76
"33594",0.4,"Ideal","H","SI1",62,56,855,4.74,4.68,2.92
"33595",0.6,"Ideal","E","SI1",61.5,56,1830,5.51,5.39,3.35
"33596",0.31,"Ideal","I","VS1",62.8,55,628,4.35,4.31,2.72
"33597",1.21,"Very Good","F","VS2",63.3,58,7826,6.73,6.67,4.24
"33598",0.51,"Ideal","H","VVS1",61.4,55,1776,5.13,5.16,3.16
"33599",0.31,"Ideal","I","VVS1",61.6,55,557,4.36,4.41,2.7
"33600",0.34,"Ideal","E","VVS1",62.2,54,973,4.52,4.55,2.82
"33601",0.26,"Ideal","G","VS1",62.1,54,456,4.1,4.14,2.56
"33602",0.7,"Ideal","E","VS1",61.2,56,4000,5.72,5.75,3.51
"33603",1,"Very Good","F","VS2",63.3,55,6382,6.34,6.29,4
"33604",0.4,"Ideal","E","VS2",62.6,57,912,4.7,4.73,2.95
"33605",0.53,"Ideal","G","VS1",62.1,57,1721,5.16,5.18,3.21
"33606",0.51,"Ideal","I","SI1",62.2,56,1080,5.12,5.08,3.17
"33607",1.26,"Ideal","H","VS1",61.5,59,7845,6.94,6.91,4.26
"33608",1.02,"Very Good","D","SI2",63.4,59,4718,6.41,6.37,4.05
"33609",1.03,"Premium","G","I1",60.8,57,3073,6.55,6.51,3.97
"33610",0.56,"Ideal","E","VS2",61.7,54,1819,5.28,5.35,3.28
"33611",0.93,"Premium","H","SI1",61.8,59,3750,6.27,6.23,3.86
"33612",1.53,"Fair","I","VS2",57.7,69,8996,7.6,7.51,4.36
"33613",0.59,"Ideal","E","VS2",60.2,61,1941,5.43,5.47,3.28
"33614",0.96,"Fair","I","VS2",56.1,60,3215,6.62,6.58,3.7
"33615",0.32,"Very Good","F","VS2",62.8,53,645,4.34,4.38,2.74
"33616",0.34,"Good","E","SI1",63.2,55,596,4.46,4.49,2.83
"33617",0.3,"Ideal","E","VVS2",61.6,58,766,4.28,4.33,2.65
"33618",0.3,"Ideal","G","SI1",62,57,432,4.27,4.31,2.66
"33619",1.58,"Very Good","G","VS2",59.6,58,13037,7.59,7.69,4.55
"33620",0.32,"Premium","E","SI1",62.3,58,720,4.4,4.37,2.73
"33621",1.11,"Very Good","E","VS1",61.6,57,8852,6.59,6.63,4.07
"33622",0.32,"Ideal","D","VVS1",62.1,54,988,4.43,4.4,2.74
"33623",0.9,"Good","G","SI2",63.4,59,3303,6.04,6.08,3.84
"33624",0.51,"Ideal","D","VS1",60.9,57,1845,5.2,5.17,3.16
"33625",0.9,"Ideal","F","VS2",62.3,57,5160,6.18,6.21,3.86
"33626",0.3,"Ideal","H","VS2",62.1,57,491,4.27,4.3,2.66
"33627",0.5,"Very Good","G","VVS1",62.3,59,1966,5.01,5.04,3.13
"33628",0.36,"Ideal","D","VS2",61.1,57,928,4.6,4.63,2.82
"33629",1.1,"Very Good","D","SI2",58.6,63,4361,6.76,6.69,3.94
"33630",1,"Good","E","SI1",61.1,58,6275,6.43,6.41,3.92
"33631",1.19,"Ideal","I","IF",61.7,56,7207,6.78,6.81,4.19
"33632",0.26,"Ideal","F","VS2",62.3,56,456,4.1,4.12,2.56
"33633",0.61,"Premium","D","SI1",62.3,58,1877,5.4,5.45,3.38
"33634",1.64,"Premium","H","SI1",59.2,58,10874,7.76,7.68,4.57
"33635",0.56,"Ideal","G","VS2",61.4,56,1658,5.33,5.35,3.28
"33636",0.4,"Premium","H","SI1",61.9,57,969,4.75,4.71,2.93
"33637",0.92,"Premium","F","SI2",58.9,59,3282,6.38,6.35,3.75
"33638",0.91,"Very Good","G","SI2",62.8,59,3006,6.09,6.14,3.84
"33639",0.31,"Ideal","E","VS2",61.8,55,680,4.37,4.4,2.71
"33640",0.6,"Premium","E","VS2",62.7,58,1915,5.37,5.34,3.36
"33641",0.55,"Premium","E","SI1",61.2,59,1668,5.28,5.25,3.22
"33642",0.41,"Ideal","E","SI1",61.8,56,904,4.78,4.77,2.95
"33643",0.3,"Ideal","H","VVS2",61.3,56,605,4.33,4.35,2.66
"33644",1.03,"Premium","H","SI1",62.4,58,4274,6.5,6.42,4.03
"33645",2.35,"Premium","I","SI1",61.8,58,14185,8.58,8.44,5.26
"33646",0.71,"Very Good","F","SI1",61.8,58,2436,5.72,5.81,3.56
"33647",0.57,"Ideal","E","VS2",61.5,57,2491,5.35,5.32,3.28
"33648",0.32,"Premium","F","SI1",60,59,684,4.45,4.42,2.66
"33649",0.75,"Premium","H","SI2",63,58,2295,5.79,5.76,3.64
"33650",0.79,"Ideal","E","SI1",62.9,55,3075,5.93,5.86,3.71
"33651",0.7,"Good","F","VS1",63.7,57,2441,5.55,5.62,3.56
"33652",1.51,"Fair","F","I1",67.8,59,3734,7.09,7,4.78
"33653",0.81,"Ideal","F","SI2",62.1,57,2843,5.91,5.95,3.68
"33654",0.7,"Premium","F","SI1",61,59,2423,5.75,5.69,3.49
"33655",1.8,"Ideal","F","SI1",61.8,57,16513,7.83,7.79,4.83
"33656",1.53,"Premium","G","VVS1",60.6,58,16451,7.45,7.49,4.53
"33657",1,"Premium","F","SI1",58.6,58,5292,6.56,6.52,3.83
"33658",0.41,"Ideal","D","SI1",61.6,55,1015,4.8,4.78,2.95
"33659",1.01,"Ideal","F","VS1",62.2,57,7122,6.38,6.48,4
"33660",0.73,"Premium","F","SI2",62,57,2329,5.79,5.76,3.58
"33661",0.31,"Ideal","E","VS2",59.8,57,695,4.43,4.46,2.65
"33662",0.7,"Ideal","G","VVS1",60.7,57,3303,5.73,5.76,3.49
"33663",1.23,"Ideal","H","SI2",60.6,56,6199,6.94,6.92,4.2
"33664",0.24,"Ideal","F","VS1",62,56,536,3.99,3.94,2.46
"33665",1.09,"Premium","I","VS2",59,61,4090,6.78,6.75,3.98
"33666",1.16,"Premium","I","SI2",62.1,58,4326,6.78,6.71,4.19
"33667",0.98,"Premium","H","I1",59.6,60,2046,6.61,6.48,3.89
"33668",1.27,"Ideal","H","VS2",60.3,56,7219,7.08,7.02,4.25
"33669",0.7,"Ideal","D","VS1",62.8,53.4,3618,5.64,5.68,3.55
"33670",0.62,"Ideal","G","IF",60.3,57,3378,5.54,5.61,3.35
"33671",0.3,"Premium","E","VS2",60,60,844,4.4,4.36,2.63
"33672",0.39,"Very Good","F","IF",60.8,55,1131,4.73,4.77,2.89
"33673",1.11,"Very Good","E","SI1",62.4,57,6563,6.58,6.6,4.11
"33674",1.03,"Very Good","H","SI1",61.4,57,4879,6.45,6.54,3.99
"33675",1.23,"Ideal","H","VS2",62.8,56,7900,6.76,6.84,4.27
"33676",2,"Ideal","F","I1",60.3,56,10494,8.16,8.27,4.94
"33677",1.01,"Very Good","I","SI1",63.5,59,4412,6.36,6.31,4.02
"33678",1.02,"Fair","H","I1",61.5,60,2999,6.4,6.34,3.92
"33679",0.55,"Very Good","J","VS2",62.6,57,1062,5.17,5.21,3.25
"33680",0.85,"Ideal","G","SI1",62.2,56,3670,6.04,6.09,3.77
"33681",1.6,"Premium","G","VVS2",60.6,60,16215,7.57,7.51,4.57
"33682",0.72,"Good","F","VS2",63.5,55,2700,5.7,5.74,3.63
"33683",0.31,"Ideal","H","VS2",62.6,57,628,4.35,4.31,2.71
"33684",0.74,"Very Good","E","VS2",62.8,58,3323,5.73,5.76,3.61
"33685",1.51,"Very Good","E","SI2",61.1,60,9343,7.27,7.37,4.47
"33686",0.53,"Ideal","D","VS2",61.4,56,1783,5.21,5.18,3.19
"33687",1.14,"Very Good","F","VVS2",63.3,56,8912,6.56,6.71,4.2
"33688",0.37,"Ideal","G","VS1",61,55,810,4.66,4.68,2.85
"33689",0.32,"Premium","G","VS2",60.8,59,561,4.41,4.44,2.69
"33690",0.37,"Premium","H","VS2",61.4,58,749,4.64,4.61,2.84
"33691",0.38,"Ideal","D","SI1",62.3,57,581,4.6,4.65,2.88
"33692",0.28,"Ideal","D","VS2",61.2,57,487,4.2,4.23,2.58
"33693",0.31,"Ideal","G","IF",61.8,56,891,4.33,4.37,2.69
"33694",0.57,"Very Good","F","VS1",63.2,56,1741,5.27,5.31,3.34
"33695",0.55,"Very Good","H","VS1",61,56,1643,5.26,5.3,3.22
"33696",0.41,"Good","D","SI1",63.8,56,738,4.68,4.72,3
"33697",0.41,"Ideal","J","VS2",62.2,54,613,4.76,4.79,2.97
"33698",0.43,"Ideal","G","IF",61.7,57,1286,4.83,4.86,2.99
"33699",0.4,"Very Good","D","VS2",63.2,57,850,4.66,4.71,2.96
"33700",0.34,"Ideal","E","SI2",62,56,612,4.48,4.45,2.77
"33701",1.01,"Very Good","D","VS1",63.1,58,7575,6.34,6.3,3.99
"33702",0.34,"Very Good","I","VVS1",61.9,58,626,4.43,4.52,2.77
"33703",1.5,"Premium","H","I1",60.1,57,3457,7.4,7.28,4.42
"33704",1.6,"Ideal","F","VS1",60.5,57,18571,7.6,7.63,4.61
"33705",1.07,"Premium","G","VS1",61.4,56,6076,6.65,6.61,4.07
"33706",0.4,"Ideal","G","VVS2",62.4,57,917,4.7,4.73,2.94
"33707",0.33,"Premium","G","VS1",61.6,58,854,4.44,4.39,2.72
"33708",0.95,"Ideal","E","SI2",62.2,56,4068,6.26,6.35,3.92
"33709",1.18,"Premium","I","SI2",61.7,58,4555,6.75,6.79,4.18
"33710",0.79,"Good","G","SI1",63.6,57,2726,5.86,5.84,3.72
"33711",1.02,"Very Good","F","SI2",60.9,58,4284,6.43,6.55,3.95
"33712",1.15,"Ideal","D","VS2",61,57,10546,6.76,6.78,4.13
"33713",1,"Very Good","E","SI1",63.4,58,4805,6.29,6.26,3.98
"33714",0.5,"Premium","F","VS2",61.3,60,1654,5.13,5.08,3.13
"33715",0.31,"Very Good","E","SI1",62.7,58,544,4.31,4.33,2.71
"33716",0.41,"Ideal","E","SI1",62.1,54,969,4.81,4.76,2.97
"33717",1.21,"Ideal","F","I1",62,56,4377,6.84,6.8,4.23
"33718",0.74,"Ideal","D","VS2",61.4,58,3668,5.8,5.83,3.57
"33719",0.54,"Very Good","F","VS1",60,61,1657,5.31,5.26,3.17
"33720",0.32,"Ideal","F","VVS2",61.4,57,728,4.41,4.45,2.72
"33721",1.06,"Premium","F","SI1",61,58,5236,6.65,6.6,4.04
"33722",1.52,"Ideal","H","VS2",61.8,54,11379,7.42,7.43,4.59
"33723",1,"Fair","E","SI2",65.2,56,4256,6.3,6.12,4.05
"33724",0.42,"Very Good","G","SI1",63.1,56,882,4.79,4.75,3.01
"33725",1.2,"Ideal","H","SI1",61.7,55,5822,6.86,6.82,4.22
"33726",0.3,"Premium","D","VVS2",60.7,59,741,4.33,4.34,2.63
"33727",0.9,"Ideal","E","SI2",61.7,56,4034,6.21,6.26,3.85
"33728",0.26,"Ideal","G","SI1",62.2,54,394,4.11,4.12,2.56
"33729",1.04,"Ideal","E","VVS2",61,57,9901,6.61,6.57,4.02
"33730",1,"Ideal","H","VS2",62.4,57,4172,6.42,6.36,3.99
"33731",0.42,"Very Good","H","VVS2",62.4,55,921,4.78,4.81,2.99
"33732",1.05,"Very Good","I","SI2",62.3,59,3742,6.42,6.46,4.01
"33733",1.1,"Premium","H","VS2",61.4,58,5652,6.68,6.62,4.08
"33734",1.22,"Premium","D","VS2",62,60,9581,6.74,6.79,4.22
"33735",0.54,"Very Good","G","SI1",60.4,56,1404,5.29,5.34,3.21
"33736",0.57,"Good","D","SI2",63.8,57,1262,5.24,5.26,3.35
"33737",0.36,"Ideal","J","VVS2",61.7,55,525,4.61,4.63,2.85
"33738",0.9,"Fair","I","SI1",65.7,58,2873,6.03,6,3.95
"33739",1.1,"Ideal","D","VVS2",62,57,11132,6.57,6.62,4.09
"33740",0.71,"Premium","F","SI2",62.1,60,2275,5.7,5.66,3.53
"33741",0.71,"Ideal","E","SI1",61.9,56,2404,5.76,5.71,3.55
"33742",2.64,"Ideal","H","SI2",62.3,55,17407,8.88,8.83,5.52
"33743",2.2,"Premium","H","SI2",62.7,58,17634,8.33,8.27,5.2
"33744",0.64,"Premium","E","VS2",61.6,62,1926,5.48,5.46,3.37
"33745",0.4,"Premium","H","VVS2",60.6,60,877,4.75,4.79,2.89
"33746",0.5,"Premium","F","SI1",62.4,57,1838,5.13,5.1,3.19
